crop,temp,humidity,gas,gradient,gas_trend,humidity_trend,confidence,current_risk,future_risk,time,spatial_score,gas_accel,label
Jute_Seed,42.67,56.73,954.5,0.588,-2.169,0.299,0.934,0.3875,0.4266,M11_H12,0.929,-0.5586,Moderate_Spoilage_Risk
Sugarcane_Ratoon,11.04,67.91,438.4,1.727,-2.769,1.08,0.845,0.1105,0.1567,M09_H04,0.793,-1.3074,Safe
Lentil,22.49,35.2,458.1,0.276,-1.805,0.923,0.979,0.0514,0.0925,M05_H15,0.967,-0.4794,Safe
Lentil,13.46,57.17,809.0,4.646,-7.416,0.337,0.864,0.228,0.2249,M08_H00,0.442,-1.3254,Low_Spoilage_Risk
Groundnut,24.73,45.24,760.1,0.765,3.005,1.424,0.9,0.1344,0.1968,M06_H10,0.908,-1.1525,Low_Spoilage_Risk
Chickpea,39.19,39.99,917.0,0.642,1.74,-1.289,0.964,0.4014,0.3769,M04_H08,0.923,0.4665,Moderate_Spoilage_Risk
Jute_Seed,43.92,50.59,975.7,4.664,-5.455,-0.168,0.928,0.516,0.5019,M06_H11,0.44,1.8458,High_Spoilage_Risk
Mustard_Seed,4.89,59.28,469.6,4.391,-16.558,-0.312,0.93,0.1863,0.2116,M08_H23,0.473,4.0413,Low_Spoilage_Risk
Onion,26.14,73.06,776.0,3.205,4.341,-0.392,0.915,0.4166,0.4376,M03_H15,0.615,0.1848,Moderate_Spoilage_Risk
Chickpea,31.01,68.46,637.3,4.91,16.195,0.882,0.994,0.5523,0.6217,M05_H12,0.411,3.1638,High_Spoilage_Risk
Garlic,1.62,71.54,897.2,4.991,11.905,0.199,0.976,0.3017,0.3219,M05_H00,0.401,2.0711,Moderate_Spoilage_Risk
Onion,16.54,65.74,507.5,4.3,5.85,0.316,0.943,0.2494,0.3025,M08_H12,0.484,2.2216,Low_Spoilage_Risk
Onion,-2,61.79,724.8,2.706,-1.888,-0.375,0.985,0.2719,0.3108,M02_H06,0.675,-0.51,Low_Spoilage_Risk
Groundnut,15.11,57.7,847.6,2.175,-0.751,0.43,0.889,0.1914,0.1688,M11_H05,0.739,-0.8311,Low_Spoilage_Risk
Chickpea,32.99,76.58,1371.3,1.339,-2.62,0.186,0.867,0.8771,0.9403,M09_H05,0.839,5.0787,Critical_Spoilage
Black_Gram,21.52,64.96,482.1,2.865,-5.895,0.613,0.959,0.173,0.1981,M03_H13,0.656,1.2241,Low_Spoilage_Risk
Sugarcane_Ratoon,33.82,61.22,452.9,3.489,-0.034,-0.37,0.936,0.2515,0.2525,M05_H07,0.581,3.0913,Low_Spoilage_Risk
Soybean,36.72,43.29,809.1,0.846,7.137,-0.063,0.825,0.4034,0.4205,M05_H20,0.898,1.9495,Moderate_Spoilage_Risk
Wheat,11.57,85.35,1061.0,2.586,11.081,0.275,0.924,0.6653,0.7055,M08_H04,0.684,0.6978,High_Spoilage_Risk
Maize,6.93,73.86,839.7,0.41,3.381,0.036,0.95,0.2836,0.3033,M04_H02,0.951,1.896,Low_Spoilage_Risk
Chickpea,34.78,49.24,825.0,4.943,3.039,0.992,0.863,0.4691,0.5356,M12_H05,0.407,4.369,High_Spoilage_Risk
Sugarcane_Ratoon,21.17,68.16,598.1,4.076,5.646,-0.483,0.978,0.16,0.1648,M10_H04,0.511,-0.4546,Low_Spoilage_Risk
Onion,0.24,77.37,538.8,2.738,6.468,0.221,0.923,0.2874,0.2799,M01_H20,0.671,-0.2432,Low_Spoilage_Risk
Black_Gram,25.94,40.93,677.4,3.261,7.898,0.151,0.972,0.2229,0.2231,M11_H02,0.609,2.9936,Low_Spoilage_Risk
Potato,21.53,92.82,856.3,1.949,21.004,1.152,0.731,0.3805,0.3854,M03_H15,0.636,-2.1859,Moderate_Spoilage_Risk
Garlic,4.9,67.94,813.8,2.332,-2.238,0.27,0.847,0.133,0.1704,M09_H08,0.72,2.1494,Low_Spoilage_Risk
Black_Gram,10.17,67.27,465.7,3.536,2.92,-0.677,0.833,0.2951,0.3079,M08_H23,0.576,2.7417,Moderate_Spoilage_Risk
Chickpea,15.98,59.41,505.4,3.884,4.891,-0.675,0.992,0.1656,0.1501,M10_H12,0.534,1.0357,Low_Spoilage_Risk
Sugarcane_Ratoon,19.35,86.34,1079.1,3.408,10.802,0.013,0.739,0.4853,0.54,M05_H20,0.569,3.2542,High_Spoilage_Risk
Wheat,30.27,80.98,742.8,2.72,22.377,0.851,0.815,0.8234,0.8723,M06_H10,0.674,2.1016,Critical_Spoilage
Rice_Processed,38.2,83.25,1097.9,3.89,15.709,1.137,0.948,0.9239,0.9469,M07_H07,0.533,2.9141,Critical_Spoilage
Potato,6.35,98.48,445.3,2.221,5.952,-0.364,0.817,0.4846,0.4895,M12_H18,0.509,0.2563,Moderate_Spoilage_Risk
Rice_Processed,29.45,68.47,541.0,1.571,10.023,0.162,0.973,0.0876,0.1187,M04_H16,0.811,-0.8721,Safe
Potato,18.61,85.39,549.1,0.671,15.584,-0.872,0.817,0.25,0.2396,M07_H13,0.913,1.6362,Low_Spoilage_Risk
Lentil,30.0,40.19,668.3,0.967,4.148,-1.441,0.959,0.3238,0.3675,M09_H06,0.884,2.075,Moderate_Spoilage_Risk
Chickpea,11.07,67.93,672.1,0.115,-1.294,-0.204,0.886,0.2095,0.1902,M05_H23,0.986,-0.3631,Low_Spoilage_Risk
Mustard_Seed,31.55,75.5,791.8,0.174,39.024,1.119,0.835,0.7122,0.7562,M09_H08,0.979,-2.2516,Critical_Spoilage
Rice_Paddy,27.47,75.04,668.0,3.027,-1.863,1.08,0.841,0.3318,0.3798,M03_H02,0.637,-2.7102,Moderate_Spoilage_Risk
Black_Gram,34.91,53.82,721.8,1.166,-9.597,-1.172,0.904,0.3446,0.3575,M08_H04,0.86,-0.033,Moderate_Spoilage_Risk
Chickpea,30.41,54.57,821.6,0.518,-9.155,0.478,0.975,0.2566,0.3047,M09_H15,0.938,-0.4447,Low_Spoilage_Risk
Maize,12.07,78.9,762.1,1.599,5.768,1.094,0.988,0.4883,0.5075,M10_H20,0.808,-0.7856,Moderate_Spoilage_Risk
Potato,7.1,96.05,443.1,4.563,6.563,-1.145,0.724,0.3797,0.3553,M02_H12,0.268,0.0781,Moderate_Spoilage_Risk
Lentil,41.73,59.71,1406.0,2.316,22.093,1.038,0.845,0.5324,0.6047,M08_H10,0.722,1.841,High_Spoilage_Risk
Rice_Paddy,19.58,60.95,708.0,3.852,-14.131,-0.15,0.871,0.1776,0.1732,M08_H05,0.538,-0.1236,Low_Spoilage_Risk
Black_Gram,29.43,65.71,915.1,1.735,13.132,0.259,0.878,0.3623,0.4303,M10_H19,0.792,3.2448,Moderate_Spoilage_Risk
Soybean,31.72,57.1,505.8,0.521,4.239,1.347,0.87,0.2738,0.2993,M09_H12,0.937,1.4097,Low_Spoilage_Risk
Garlic,6.41,61.94,594.5,2.279,-5.468,-0.402,0.86,0.0756,0.1258,M06_H00,0.727,0.5074,Safe
Jute_Seed,43.25,55.6,1005.3,1.295,0.588,-0.608,0.918,0.3984,0.3764,M03_H15,0.845,1.3405,Moderate_Spoilage_Risk
Wheat,16.72,62.25,530.1,2.028,1.073,0.616,0.863,0.1002,0.1111,M08_H17,0.757,-1.6741,Safe
Groundnut,39.74,44.31,1212.3,1.66,18.482,-0.267,0.955,0.5601,0.5719,M03_H12,0.801,3.3942,High_Spoilage_Risk
Onion,9.55,75.31,923.4,3.708,-5.275,-0.767,0.837,0.2165,0.2526,M08_H23,0.555,1.8788,Low_Spoilage_Risk
Black_Gram,33.26,45.8,484.4,3.609,0.382,-0.731,0.985,0.3888,0.4025,M06_H21,0.567,-0.2098,Moderate_Spoilage_Risk
Chickpea,38.7,43.05,1105.4,4.361,15.663,0.988,0.973,0.5211,0.5137,M05_H23,0.477,0.4245,High_Spoilage_Risk
Sugarcane_Ratoon,19.42,89.0,848.6,1.648,19.129,0.447,0.778,0.4132,0.3991,M02_H21,0.736,-3.4754,Moderate_Spoilage_Risk
Soybean,22.83,68.05,829.9,0.891,3.656,-0.123,0.898,0.2512,0.2834,M11_H21,0.893,1.4447,Low_Spoilage_Risk
Potato,12.24,95.72,918.3,4.499,9.16,-0.053,0.69,0.379,0.3623,M03_H00,0.281,0.3575,Moderate_Spoilage_Risk
Mustard_Seed,13.33,45.45,537.1,4.131,-12.904,0.578,0.879,0.1656,0.1648,M02_H16,0.504,0.7901,Low_Spoilage_Risk
Chickpea,13.57,72.01,881.0,0.137,6.717,-0.151,0.826,0.3253,0.3003,M02_H10,0.984,-2.8251,Moderate_Spoilage_Risk
Sugarcane_Ratoon,15.51,93.14,950.0,0.36,10.491,-0.734,0.631,0.4894,0.4821,M05_H04,0.821,0.4583,Moderate_Spoilage_Risk
Rice_Processed,12.18,68.2,644.5,2.124,0.299,-0.325,0.998,0.143,0.1977,M10_H02,0.745,1.85,Low_Spoilage_Risk
Jute_Seed,22.16,39.68,382.6,0.157,-2.421,-0.457,0.995,0.0492,0.0212,M11_H08,0.981,-1.8466,Safe
Chickpea,27.27,48.62,417.4,2.949,-1.528,-0.399,0.916,0.1457,0.1699,M12_H00,0.646,3.1198,Low_Spoilage_Risk
Black_Gram,21.1,74.71,554.3,4.371,15.774,-0.699,0.999,0.4748,0.5298,M03_H02,0.475,1.9037,High_Spoilage_Risk
Black_Gram,30.54,65.47,567.8,4.966,-3.886,-1.373,0.955,0.4218,0.3975,M11_H16,0.404,1.3378,Moderate_Spoilage_Risk
Mustard_Seed,5.71,36.22,698.3,1.01,-20.467,-1.126,0.859,0.1611,0.1387,M12_H02,0.879,0.3699,Safe
Soybean,30.28,73.72,1164.8,2.989,12.501,0.333,0.822,0.8819,0.9027,M08_H11,0.641,2.8826,Critical_Spoilage
Onion,6.13,57.84,439.2,2.415,-0.973,0.492,0.976,0.1343,0.1702,M02_H06,0.71,2.1223,Low_Spoilage_Risk
Rice_Processed,17.14,61.81,749.3,3.893,-3.975,-0.557,0.929,0.1742,0.1883,M08_H22,0.533,2.9159,Low_Spoilage_Risk
Maize,28.66,77.4,1169.6,3.705,12.255,0.257,0.966,0.735,0.7764,M09_H22,0.555,1.4908,Critical_Spoilage
Maize,40.32,86.67,967.6,2.306,24.236,1.077,0.709,0.8545,0.9115,M09_H17,0.695,1.717,Critical_Spoilage
Maize,27.07,73.85,546.0,2.586,-8.071,0.53,0.896,0.2742,0.2753,M03_H06,0.69,1.0758,Low_Spoilage_Risk
Black_Gram,24.79,53.99,537.0,4.703,-6.589,2.08,0.963,0.1632,0.2034,M09_H18,0.436,3.363,Low_Spoilage_Risk
Jute_Seed,10.51,80.13,741.0,2.406,2.984,1.045,0.767,0.5928,0.6276,M09_H04,0.711,3.4455,High_Spoilage_Risk
Rice_Paddy,14.25,58.55,602.9,2.661,-0.678,0.419,0.871,0.1088,0.1107,M12_H02,0.681,1.623,Safe
Lentil,22.49,41.39,399.4,4.372,-10.561,-0.719,0.976,0.1596,0.1552,M07_H08,0.475,0.8371,Low_Spoilage_Risk
Groundnut,20.75,62.88,374.6,2.734,-8.367,-1.082,0.998,0.1189,0.1369,M07_H16,0.672,-1.8512,Safe
Garlic,2.97,60.46,824.5,4.565,-11.662,-1.079,0.901,0.2143,0.2188,M02_H17,0.452,-2.5861,Low_Spoilage_Risk
Maize,38.46,59.07,1201.2,4.125,29.155,0.276,0.939,0.6176,0.671,M11_H07,0.505,-1.493,High_Spoilage_Risk
Onion,18.8,98.24,1401.9,3.009,22.73,0.732,0.699,0.8506,0.8617,M09_H16,0.418,0.1079,Critical_Spoilage
Mustard_Seed,11.15,64.9,841.8,4.277,-2.927,-0.135,0.938,0.4348,0.4849,M10_H06,0.487,5.9194,Moderate_Spoilage_Risk
Sugarcane_Ratoon,20.76,58.38,417.8,2.281,-4.523,-0.031,0.993,0.1433,0.1563,M08_H14,0.726,0.1159,Low_Spoilage_Risk
Sugarcane_Ratoon,35.91,80.84,1106.8,2.27,23.889,-0.95,0.937,0.4536,0.4659,M02_H12,0.728,4.0854,Moderate_Spoilage_Risk
Garlic,5.22,52.9,477.7,2.296,-13.28,-0.992,0.9,0.14,0.118,M01_H12,0.724,-1.0834,Safe
Rice_Paddy,36.62,67.28,1157.0,2.054,11.65,-0.088,0.876,0.5117,0.5679,M09_H23,0.754,-0.568,High_Spoilage_Risk
Rice_Processed,14.82,52.29,633.0,0.325,2.966,-1.331,0.976,0.0379,0.0417,M10_H11,0.961,2.3873,Safe
Groundnut,15.06,51.4,433.5,2.792,-2.334,0.211,0.869,0.1137,0.1597,M10_H03,0.665,-2.2336,Safe
Chickpea,27.52,56.74,645.1,3.48,5.19,1.356,0.862,0.2052,0.2094,M06_H15,0.582,2.6386,Low_Spoilage_Risk
Black_Gram,39.36,68.59,1072.4,3.598,11.779,0.817,0.858,0.6967,0.742,M03_H06,0.568,2.5228,Critical_Spoilage
Potato,12.48,83.49,578.6,4.711,-2.457,-0.47,0.923,0.2021,0.2535,M11_H13,0.435,0.7116,Low_Spoilage_Risk
Garlic,10.55,57.43,843.2,0.804,-5.797,-1.193,0.858,0.1645,0.1692,M03_H05,0.904,0.7769,Low_Spoilage_Risk
Garlic,0.1,65.28,449.6,0.911,6.534,-0.337,0.97,0.1451,0.1454,M09_H20,0.891,-1.9942,Safe
Mustard_Seed,10.25,52.62,631.6,2.375,-9.42,-1.358,0.877,0.1271,0.1128,M02_H04,0.715,-0.8021,Safe
Potato,16.2,91.09,757.8,1.055,2.755,0.646,0.522,0.2039,0.2543,M04_H14,0.772,0.5946,Low_Spoilage_Risk
Maize,38.53,73.82,1494.0,3.016,18.784,1.183,0.902,0.728,0.7769,M03_H15,0.638,1.8171,Critical_Spoilage
Garlic,6.56,80.41,766.8,0.114,4.956,0.479,0.834,0.3409,0.3471,M07_H04,0.986,1.0363,Moderate_Spoilage_Risk
Onion,7.89,83.4,482.5,1.879,7.833,0.015,0.803,0.3252,0.3329,M05_H04,0.775,2.162,Moderate_Spoilage_Risk
Groundnut,35.27,58.31,728.9,0.224,9.512,-0.357,0.838,0.3173,0.3717,M03_H23,0.973,2.4011,Moderate_Spoilage_Risk
Black_Gram,25.15,45.19,690.1,3.498,-13.583,-0.359,0.88,0.1876,0.2249,M01_H12,0.58,-0.8697,Low_Spoilage_Risk
Groundnut,32.74,49.95,841.4,1.398,-0.09,-1.093,0.908,0.4596,0.4938,M09_H03,0.832,1.1879,Moderate_Spoilage_Risk
Jute_Seed,35.55,61.46,816.9,1.377,3.562,-0.281,0.902,0.3131,0.3395,M09_H06,0.835,-0.2252,Moderate_Spoilage_Risk
Maize,9.96,70.55,629.7,4.484,-19.46,0.331,0.92,0.1751,0.2019,M07_H02,0.462,0.5741,Low_Spoilage_Risk
Onion,17.74,83.12,784.7,1.66,4.903,1.295,0.823,0.4799,0.473,M03_H11,0.801,-0.3926,Moderate_Spoilage_Risk
Maize,35.21,80.69,1430.2,4.391,34.042,1.178,0.921,1.0,1.0,M11_H20,0.473,1.8072,Critical_Spoilage
Mustard_Seed,20.94,65.91,614.9,1.88,5.668,1.507,0.993,0.3448,0.3627,M07_H17,0.774,3.1524,Moderate_Spoilage_Risk
Onion,7.97,61.21,904.4,4.098,19.839,0.948,0.943,0.2512,0.2446,M09_H13,0.508,-0.4146,Low_Spoilage_Risk
Groundnut,32.94,53.03,870.7,0.493,2.056,-0.317,0.825,0.3632,0.3935,M07_H16,0.941,1.7849,Moderate_Spoilage_Risk
Soybean,35.73,64.43,1096.7,3.787,14.613,2.032,0.963,0.5643,0.5734,M02_H09,0.546,-0.7224,High_Spoilage_Risk
Black_Gram,17.45,75.05,1131.5,0.96,4.571,-1.263,0.888,0.5322,0.5923,M01_H10,0.885,4.4621,High_Spoilage_Risk
Jute_Seed,12.88,61.19,773.0,4.882,2.393,-0.253,0.945,0.2186,0.2424,M07_H04,0.414,-0.4917,Low_Spoilage_Risk
Chickpea,16.2,45.03,680.0,0.522,-15.749,1.01,0.917,0.0518,0.0302,M03_H02,0.937,-2.3092,Safe
Rice_Processed,48.19,79.13,1009.4,1.471,29.123,0.529,0.981,0.8102,0.8746,M04_H16,0.823,4.7042,Critical_Spoilage
Rice_Processed,28.92,52.62,659.5,0.796,9.097,1.444,0.966,0.0697,0.0966,M12_H22,0.904,-1.2136,Safe
Soybean,25.55,39.34,579.1,4.103,4.626,0.493,0.935,0.222,0.2624,M01_H18,0.508,2.2814,Low_Spoilage_Risk
Maize,9.81,87.68,596.5,4.071,22.945,0.958,0.805,0.5757,0.5992,M09_H00,0.467,0.1951,High_Spoilage_Risk
Wheat,33.61,70.17,655.3,4.416,9.247,-0.095,0.98,0.6355,0.6547,M05_H22,0.47,4.487,High_Spoilage_Risk
Rice_Paddy,31.18,70.49,612.9,0.14,4.835,0.351,0.868,0.1358,0.1481,M01_H01,0.983,1.1436,Safe
Chickpea,25.0,74.93,1049.1,4.293,-0.109,0.256,0.842,0.6094,0.626,M03_H07,0.485,2.7568,High_Spoilage_Risk
Potato,23.02,99,942.6,1.652,8.342,-0.328,0.52,0.7915,0.7999,M10_H06,0.568,4.8375,Critical_Spoilage
Mustard_Seed,32.88,41.48,584.0,1.236,4.319,-0.24,0.958,0.3537,0.389,M02_H14,0.852,2.649,Moderate_Spoilage_Risk
Potato,14.13,82.92,834.5,1.98,-8.589,0.005,0.853,0.2071,0.2189,M11_H01,0.762,1.8528,Low_Spoilage_Risk
Jute_Seed,16.26,59.38,394.9,2.528,-9.93,1.014,0.881,0.1083,0.1588,M09_H07,0.697,4.6431,Safe
Wheat,32.67,47.35,769.2,2.422,7.624,0.491,0.987,0.4663,0.4624,M03_H16,0.709,-3.3993,Moderate_Spoilage_Risk
Soybean,9.99,54.33,563.8,1.866,-7.841,0.324,0.966,0.0883,0.0671,M03_H06,0.776,-0.7438,Safe
Rice_Processed,34.2,66.19,533.5,0.911,11.368,0.535,0.885,0.1764,0.1683,M06_H11,0.891,0.8681,Low_Spoilage_Risk
Mustard_Seed,13.58,33.57,534.6,2.384,-17.863,-0.622,0.858,0.1413,0.1911,M11_H03,0.714,-2.8305,Low_Spoilage_Risk
Black_Gram,33.11,46.75,639.2,4.177,6.839,0.602,0.86,0.431,0.4208,M01_H20,0.499,-0.577,Moderate_Spoilage_Risk
Black_Gram,39.15,63.81,1312.8,4.085,15.887,-0.795,0.974,0.6455,0.7026,M06_H09,0.51,-2.2519,High_Spoilage_Risk
Onion,11.29,79.28,1005.1,4.292,1.016,-0.089,0.874,0.4165,0.4037,M12_H13,0.485,-1.3301,Moderate_Spoilage_Risk
Potato,12.98,84.06,494.3,1.805,7.285,0.065,0.733,0.1385,0.1427,M08_H12,0.783,1.8567,Safe
Groundnut,16.19,39.36,839.1,1.598,-9.753,-0.935,0.837,0.207,0.2474,M03_H03,0.808,-0.4542,Low_Spoilage_Risk
Onion,5.3,67.75,607.7,3.714,-3.383,-1.252,0.855,0.135,0.1371,M04_H03,0.554,1.709,Safe
Rice_Paddy,25.24,79.16,915.6,3.824,13.034,0.596,0.987,0.5846,0.6358,M09_H14,0.541,3.334,High_Spoilage_Risk
Rice_Paddy,36.31,67.52,1117.0,1.206,-3.357,-0.124,0.998,0.4662,0.4859,M05_H02,0.855,-2.605,Moderate_Spoilage_Risk
Jute_Seed,14.26,73.42,784.5,2.709,0.168,0.254,0.921,0.403,0.4217,M01_H18,0.675,-1.3642,Moderate_Spoilage_Risk
Lentil,17.83,57.53,770.7,0.583,13.063,-0.522,0.857,0.0689,0.0973,M12_H16,0.93,-0.1822,Safe
Potato,24.4,77.11,1480.8,3.914,-0.052,0.778,0.963,0.6361,0.6679,M11_H16,0.53,0.5871,High_Spoilage_Risk
Lentil,20.07,29.57,576.1,4.908,5.206,0.831,0.834,0.2029,0.252,M02_H05,0.411,-1.0614,Low_Spoilage_Risk
Rice_Processed,19.39,68.59,761.9,1.289,-17.022,1.594,0.952,0.1207,0.1649,M02_H17,0.845,3.5177,Safe
Lentil,24.74,67.83,469.2,1.278,-0.155,0.849,0.997,0.2742,0.3147,M01_H01,0.847,-2.6926,Low_Spoilage_Risk
Onion,-2,62.1,532.1,0.196,-5.479,-0.901,0.838,0.1364,0.1281,M01_H23,0.976,-2.6189,Safe
Rice_Paddy,19.51,55.42,409.2,0.946,-5.07,-0.627,0.966,0.0565,0.1054,M10_H09,0.886,-6.6894,Safe
Wheat,19.4,44.12,717.6,3.063,-0.022,-1.217,0.867,0.2125,0.2324,M01_H03,0.632,-3.4802,Low_Spoilage_Risk
Potato,2.7,89.84,775.0,0.902,-11.792,-1.18,0.899,0.1061,0.149,M05_H21,0.811,2.4234,Safe
Groundnut,32.21,37.46,693.6,0.35,-4.217,0.181,0.844,0.353,0.3836,M12_H19,0.958,-0.2047,Moderate_Spoilage_Risk
Soybean,31.01,49.1,750.2,1.241,16.019,-0.011,0.951,0.3538,0.3754,M03_H03,0.851,0.5027,Moderate_Spoilage_Risk
Chickpea,12.61,49.1,407.7,2.906,-1.069,-0.677,0.977,0.1344,0.1742,M01_H06,0.651,-1.7887,Low_Spoilage_Risk
Potato,18.87,99,720.2,0.172,20.549,1.139,0.502,0.6454,0.71,M06_H14,0.746,0.9626,High_Spoilage_Risk
Soybean,16.93,63.55,755.5,2.602,12.342,-1.023,0.894,0.157,0.1943,M12_H10,0.688,-0.1786,Low_Spoilage_Risk
Lentil,11.64,62.49,557.5,1.532,-2.767,0.184,0.885,0.1438,0.142,M07_H21,0.816,-3.806,Safe
Jute_Seed,33.87,56.8,969.5,4.556,8.582,-0.034,0.984,0.3587,0.3374,M06_H07,0.453,0.3542,Moderate_Spoilage_Risk
Lentil,37.95,45.8,1001.3,0.477,7.488,-0.66,0.963,0.3803,0.3717,M06_H08,0.943,3.1829,Moderate_Spoilage_Risk
Maize,31.22,63.47,774.2,4.439,-8.962,0.152,0.966,0.3859,0.3917,M11_H19,0.467,-2.4139,Moderate_Spoilage_Risk
Groundnut,22.15,58.58,840.5,4.741,2.965,-0.251,0.844,0.2541,0.2334,M01_H00,0.431,0.8455,Low_Spoilage_Risk
Lentil,14.97,58.31,563.1,4.37,2.447,0.254,0.846,0.1802,0.1561,M05_H16,0.476,-2.5107,Low_Spoilage_Risk
Rice_Processed,38.45,49.4,1119.8,0.338,9.798,0.017,0.847,0.4218,0.4361,M09_H20,0.959,0.6154,Moderate_Spoilage_Risk
Mustard_Seed,23.59,50.91,784.9,3.416,-0.755,-1.094,0.887,0.2062,0.1875,M09_H13,0.59,-0.3891,Low_Spoilage_Risk
Lentil,12.35,53.61,700.8,4.646,-6.558,0.467,0.957,0.1788,0.234,M12_H08,0.442,2.6218,Low_Spoilage_Risk
Wheat,38.21,68.05,816.7,3.941,0.137,0.02,0.885,0.6116,0.6599,M08_H14,0.527,-0.1776,High_Spoilage_Risk
Black_Gram,29.56,72.13,552.7,3.96,3.9,0.994,0.887,0.5301,0.5412,M12_H16,0.525,0.1069,High_Spoilage_Risk
Potato,0.89,88.06,449.6,4.361,-4.895,-0.009,0.844,0.2453,0.2193,M01_H10,0.426,0.0004,Low_Spoilage_Risk
Onion,11.36,63.34,844.9,3.227,-8.232,0.236,0.955,0.2603,0.2483,M08_H05,0.613,2.471,Low_Spoilage_Risk
Mustard_Seed,22.35,45.36,769.6,0.391,-3.002,0.418,0.879,0.0858,0.1421,M08_H08,0.953,3.5332,Safe
Groundnut,19.88,49.37,710.6,0.644,4.215,0.24,0.949,0.1094,0.1075,M05_H04,0.923,0.2172,Safe
Garlic,12.62,52.26,585.7,0.778,8.837,0.907,0.833,0.1184,0.1115,M01_H02,0.907,-0.21,Safe
Lentil,20.68,72.3,647.1,0.524,18.307,0.715,0.913,0.3523,0.3748,M05_H18,0.937,0.1294,Moderate_Spoilage_Risk
Onion,6.91,83.94,1145.2,1.942,15.569,0.468,0.779,0.4914,0.4827,M01_H18,0.767,-1.568,Moderate_Spoilage_Risk
Soybean,18.56,73.05,527.6,4.335,-2.329,-0.2,0.893,0.509,0.4812,M07_H17,0.48,-0.2531,Moderate_Spoilage_Risk
Mustard_Seed,18.7,45.38,488.9,3.315,3.021,-0.653,0.837,0.1513,0.1689,M06_H13,0.602,0.2966,Low_Spoilage_Risk
Rice_Processed,33.0,64.73,984.4,2.362,-2.223,-0.83,0.967,0.2971,0.2998,M10_H06,0.717,-0.3891,Low_Spoilage_Risk
Rice_Paddy,25.51,76.94,789.2,3.989,14.847,-0.095,0.939,0.4689,0.459,M07_H18,0.521,-0.1915,Moderate_Spoilage_Risk
Wheat,20.57,61.22,727.8,2.786,-3.352,-0.064,0.898,0.1691,0.2061,M07_H09,0.666,2.0104,Low_Spoilage_Risk
Rice_Processed,41.69,72.13,1240.7,0.897,25.626,0.829,0.991,0.5926,0.6007,M09_H12,0.892,1.4838,High_Spoilage_Risk
Chickpea,31.98,74.89,1094.0,3.1,-9.272,-1.366,0.964,0.8304,0.8696,M12_H23,0.628,3.8978,Critical_Spoilage
Sugarcane_Ratoon,44.43,73.35,1245.0,2.258,12.279,0.018,0.906,0.4723,0.4755,M04_H08,0.729,0.0463,Moderate_Spoilage_Risk
Lentil,35.73,46.56,1211.0,4.617,12.61,-0.315,0.936,0.5499,0.5466,M04_H23,0.446,2.513,High_Spoilage_Risk
Rice_Processed,42.25,65.6,1000.1,0.924,16.106,0.136,0.95,0.3873,0.4425,M11_H10,0.889,0.4636,Moderate_Spoilage_Risk
Lentil,7.56,36.24,801.1,3.891,-2.533,1.517,0.825,0.2956,0.3239,M02_H19,0.533,-0.2485,Moderate_Spoilage_Risk
Maize,8.78,77.59,1016.0,1.486,6.626,-1.007,0.837,0.5416,0.5368,M12_H23,0.822,-1.8386,High_Spoilage_Risk
Mustard_Seed,15.77,39.09,575.6,0.136,-0.336,-0.764,0.99,0.0722,0.0804,M04_H02,0.984,1.1703,Safe
Chickpea,17.56,57.32,713.6,0.736,-2.446,1.313,0.947,0.0866,0.0796,M08_H20,0.912,-4.7663,Safe
Groundnut,30.66,49.37,644.5,1.881,7.216,-0.349,0.891,0.3833,0.4262,M02_H18,0.774,0.0741,Moderate_Spoilage_Risk
Potato,26.86,79.02,1430.3,3.015,19.764,-0.343,0.925,0.615,0.6179,M07_H08,0.638,0.0313,High_Spoilage_Risk
Wheat,30.84,53.08,1054.9,0.691,-3.058,0.17,0.973,0.4362,0.4579,M02_H01,0.917,-2.5132,Moderate_Spoilage_Risk
Maize,31.76,57.06,1031.8,3.982,8.903,-1.154,0.973,0.4932,0.4945,M01_H23,0.522,2.9891,Moderate_Spoilage_Risk
Jute_Seed,23.53,53.73,600.1,0.71,14.357,-0.358,0.947,0.0485,0.0284,M07_H06,0.915,-3.1655,Safe
Rice_Processed,34.55,53.77,1017.5,1.742,-7.251,0.419,0.933,0.3167,0.3304,M06_H04,0.791,0.165,Moderate_Spoilage_Risk
Onion,9.22,78.24,801.5,4.496,7.323,0.973,0.968,0.2881,0.3127,M01_H05,0.46,-2.8254,Moderate_Spoilage_Risk
Chickpea,27.8,63.1,869.2,0.577,2.298,0.3,0.877,0.1469,0.1694,M03_H11,0.931,-1.8598,Low_Spoilage_Risk
Sugarcane_Ratoon,29.85,47.53,767.7,1.508,12.81,0.173,0.825,0.1217,0.1528,M01_H12,0.819,-1.7412,Safe
Rice_Paddy,33.81,58.6,1010.4,2.377,-0.994,-1.065,0.96,0.4404,0.437,M06_H04,0.715,1.0468,Moderate_Spoilage_Risk
Sugarcane_Ratoon,42.59,93.28,1738.3,3.503,26.406,1.295,0.821,1.0,1.0,M08_H07,0.442,2.9747,Critical_Spoilage
Black_Gram,29.65,66.16,756.2,2.359,16.007,-0.516,0.879,0.3503,0.3689,M07_H19,0.717,0.9416,Moderate_Spoilage_Risk
Rice_Processed,34.81,78.99,703.3,3.581,1.648,0.861,0.918,0.7286,0.7659,M04_H06,0.57,1.5459,Critical_Spoilage
